I_mean,Q_mean,I_var,Q_var,I_sd,Q_sd,I_power,Q_power,IQ_power,IQ_mean,IQ_sd,SNR,Modulation
-0.103180416,-0.019694012,0.41608673,0.5898671,0.64504784,0.7680281,0.42673296,0.59025496,1.0169878,0.96968114,0.27695903,30,6
0.033586055,0.018790228,0.5247314,0.49399254,0.7243835,0.70284605,0.52585936,0.4943456,1.020205,0.96956766,0.28309616,30,6
0.043437283,-0.052648503,0.49458638,0.50113904,0.70326835,0.70791173,0.4964732,0.50391084,1.0003841,0.9577339,0.28832218,30,6
0.0021370398,0.005978045,0.46085793,0.49172598,0.6788652,0.7012318,0.46086252,0.4917617,0.9526242,0.87235814,0.43773907,-20,6
0.008158925,0.008827338,0.46200836,0.5323411,0.67971194,0.7296171,0.4620749,0.5324191,0.99449396,0.8867525,0.45624998,-20,6
0.058714017,0.029748175,0.49367183,0.48665908,0.7026178,0.69760954,0.4971192,0.48754403,0.9846632,0.8766052,0.46500167,-20,6
0.012010289,-0.012758459,0.47761446,0.5060172,0.69109654,0.7113489,0.47775868,0.5061799,0.9839387,0.8780829,0.4614207,-20,6
-0.0055587105,-0.039310005,0.5293659,0.48614094,0.72757536,0.6972381,0.5293968,0.48768622,1.017083,0.89659584,0.4617348,-20,6
-0.005689715,0.003743223,0.527068,0.49919766,0.7259945,0.7065392,0.5271004,0.4992117,1.0263121,0.9004307,0.46425936,-20,6
-0.027609607,0.01311509,0.4922194,0.498963,0.7015835,0.70637316,0.4929817,0.49913508,0.99211675,0.88393253,0.4591078,-20,6
-0.031629115,-0.012841076,0.52923286,0.4649831,0.7274839,0.6818967,0.53023326,0.465148,0.9953813,0.8764238,0.47672072,-18,6
-0.006144721,0.007354206,0.50739896,0.45958918,0.71231943,0.67793006,0.5074367,0.45964324,0.96708,0.86795115,0.46232113,-18,6
-0.032616884,-0.016812619,0.47308895,0.48319632,0.6878146,0.69512326,0.4741528,0.48347896,0.9576317,0.87094843,0.4461845,-18,6
0.02963769,-0.02712008,0.47254348,0.5165967,0.687418,0.7187466,0.47342184,0.51733214,0.990754,0.88558275,0.4544196,-16,6
-0.0056511187,0.019360833,0.4925417,0.50074613,0.70181316,0.70763415,0.49257368,0.50112104,0.99369466,0.8812727,0.46588945,-16,6
0.010635177,-0.019443428,0.51054895,0.52382433,0.7145271,0.7237571,0.5106621,0.5242024,1.0348644,0.8989575,0.4761722,-16,6
0.009181056,0.0027765287,0.4922222,0.4858083,0.7015855,0.6969995,0.49230647,0.48581597,0.9781225,0.8742758,0.46234655,-16,6
-0.022281064,0.010621023,0.49418223,0.48713923,0.70298094,0.6979536,0.49467868,0.487252,0.98193073,0.8783605,0.4587085,-16,6
0.011481296,-0.02517788,0.5024918,0.4533021,0.70886654,0.67327714,0.5026236,0.453936,0.9565596,0.864737,0.45693496,-16,6
-0.02095031,-0.037675265,0.49420187,0.54151964,0.70299494,0.7358802,0.4946408,0.54293907,1.0375798,0.90674406,0.46410668,-16,6
-0.0038499106,-0.03365192,0.50230765,0.4986747,0.70873666,0.706169,0.50232255,0.49980712,1.0021296,0.8874711,0.46316814,-16,6
0.010847315,0.009206151,0.51416993,0.45498204,0.71705645,0.6745236,0.5142876,0.4550668,0.9693544,0.87320733,0.45482236,-14,6
-0.0028388156,0.027200578,0.55688345,0.47600397,0.7462462,0.68993044,0.55689144,0.47674385,1.0336354,0.897794,0.47707564,-14,6
0.009670556,0.009311354,0.5065079,0.47818202,0.71169364,0.69150704,0.5066014,0.4782687,0.9848701,0.87901735,0.4606503,-14,6
-0.01266917,0.018506732,0.5066863,0.5217682,0.711819,0.7223353,0.5068468,0.5221107,1.0289575,0.9002681,0.46741286,-14,6
-0.0014665341,0.039770585,0.4854949,0.5146625,0.69677466,0.71739984,0.48549706,0.5162442,1.0017413,0.88536704,0.46676165,-12,6
-0.01280893,0.018850977,0.47889596,0.49019676,0.6920231,0.70014054,0.47906,0.4905521,0.9696121,0.86981297,0.4615599,-12,6
-0.009325961,0.0049880054,0.55560195,0.49822766,0.74538714,0.70585245,0.555689,0.4982525,1.0539415,0.9009484,0.49217215,-12,6
0.011964007,0.0018927632,0.47329965,0.5057746,0.6879678,0.7111783,0.4734428,0.5057782,0.979221,0.8807019,0.45120412,-12,6
0.0425929,0.014935887,0.490667,0.5195004,0.7004762,0.72076374,0.49248117,0.5197235,1.0122046,0.88361716,0.48106685,-12,6
0.0013735271,0.02687323,0.48428965,0.5188571,0.6959092,0.72031736,0.48429155,0.5195793,1.0038708,0.8873756,0.4652261,-12,6
-0.009357987,-0.015962688,0.5057411,0.48239213,0.71115476,0.69454455,0.5058287,0.48264694,0.98847556,0.8852748,0.4525087,-12,6
0.041176014,0.006974429,0.504768,0.4632306,0.71047026,0.6806105,0.50646347,0.46327928,0.9697428,0.8679324,0.46522698,-10,6
-0.02080624,-0.0020914478,0.49753806,0.5008279,0.70536375,0.70769197,0.49797097,0.50083226,0.99880326,0.8945212,0.44568494,-10,6
0.021888945,0.032023713,0.48749894,0.5206142,0.69821125,0.721536,0.48797807,0.5216397,1.0096178,0.8934583,0.4597283,-10,6
-0.0107566435,0.0112076625,0.5195775,0.52257407,0.72081727,0.7228928,0.51969326,0.5226996,1.0423928,0.903425,0.47562185,-10,6
-0.033346623,0.011706056,0.49567986,0.51186025,0.70404536,0.7154441,0.49679184,0.5119972,1.0087892,0.88778305,0.4697131,-10,6
0.03837079,-0.030374737,0.46925044,0.494565,0.6850186,0.70325315,0.47072273,0.49548763,0.96621037,0.8733858,0.4510074,-10,6
-0.009961712,-0.008698492,0.5206952,0.49763346,0.7215921,0.7054314,0.52079445,0.49770916,1.0185035,0.89774835,0.461033,-10,6
0.037532352,-0.02884561,0.48590934,0.4937225,0.69707197,0.7026539,0.48731798,0.49455458,0.98187256,0.88372743,0.44821703,-8,6
0.0013113245,0.025520638,0.520288,0.49653047,0.7213099,0.7046492,0.52028966,0.49718177,1.0174716,0.8921238,0.47072977,-8,6
0.0064011505,-0.024643343,0.53481126,0.42758203,0.7313079,0.6538976,0.53485215,0.42818934,0.96304154,0.86864007,0.45662445,-8,6
0.04352346,-0.010718498,0.5128639,0.5133005,0.71614516,0.7164499,0.51475817,0.51341534,1.0281734,0.89700925,0.47280845,-8,6
0.04420799,0.0003587436,0.51005566,0.48503911,0.71418184,0.6964475,0.51201004,0.48503926,0.9970493,0.88578063,0.4609143,-8,6
0.018586751,-0.01270308,0.49170527,0.5349394,0.701217,0.73139554,0.49205077,0.5351008,1.0271516,0.89053404,0.48383948,-8,6
-0.012997499,0.006620773,0.5134623,0.51826656,0.71656287,0.71990734,0.5136312,0.51831037,1.0319417,0.90120625,0.46879512,-8,6
-0.016216818,-0.028065942,0.4996491,0.49403206,0.70685863,0.7028741,0.49991208,0.49481976,0.9947319,0.8867767,0.45646355,-8,6
0.027565025,0.00729757,0.5074178,0.5204853,0.71233267,0.72144663,0.50817764,0.52053857,1.0287162,0.8978528,0.47178018,-8,6
-0.010604599,0.012769348,0.47656873,0.5145863,0.69033957,0.7173467,0.4766812,0.51474935,0.9914305,0.8776,0.4703708,-8,6
0.024136934,-0.04942852,0.5321646,0.47380048,0.7294961,0.68833166,0.5327472,0.47624367,1.0089909,0.8882582,0.46902895,-8,6
-0.035669044,-0.010548176,0.54580605,0.47973675,0.7387869,0.6926303,0.5470783,0.479848,1.0269263,0.9011142,0.4635941,-8,6
-0.022737566,-0.0046476014,0.48649946,0.5179887,0.6974951,0.7197143,0.48701644,0.51801026,1.0050268,0.8903626,0.46073967,-6,6
-0.018341053,0.02021621,0.50358784,0.48853323,0.70963925,0.69895154,0.50392425,0.48894194,0.99286616,0.89038676,0.4473003,-6,6
-0.011603946,-0.04814368,0.4974985,0.5010625,0.70533574,0.70785767,0.49763316,0.5033804,1.0010135,0.8895722,0.4579026,-6,6
0.06270967,0.009998161,0.5176616,0.50714886,0.719487,0.71214384,0.52159405,0.50724876,1.0288429,0.90239495,0.46316966,-6,6
0.020831723,-0.0023914939,0.5132388,0.49839175,0.7164069,0.7059687,0.5136727,0.49839747,1.0120702,0.8882667,0.4722843,-6,6
0.04865758,-0.01914518,0.5222883,0.5095566,0.7226952,0.7138323,0.52465594,0.5099231,1.034579,0.89809936,0.4774898,-6,6
0.059475295,0.023619594,0.509997,0.51325023,0.7141408,0.71641487,0.5135343,0.5138081,1.0273424,0.8926979,0.48003426,-4,6
0.025784066,-0.043943495,0.49369514,0.5180277,0.70263445,0.7197414,0.49436,0.51995873,1.0143187,0.90183246,0.4483491,-4,6
0.019043516,0.034735486,0.49185634,0.4910594,0.7013247,0.7007563,0.49221897,0.49226594,0.9844849,0.87708926,0.46389595,-4,6
0.07114107,0.030298743,0.5200689,0.48854223,0.721158,0.698958,0.5251299,0.4894602,1.0145901,0.8909302,0.4699294,-4,6
-0.043602787,-0.041467234,0.46239185,0.52664435,0.679994,0.72570264,0.46429303,0.5283639,0.99265695,0.8842849,0.4590175,-4,6
-0.003004401,0.02735293,0.49529344,0.5073236,0.7037709,0.71226656,0.49530244,0.5080718,1.0033743,0.89763176,0.4445577,-4,6
-0.00863339,-0.0005355859,0.530143,0.5361061,0.7281092,0.7321927,0.5302175,0.53610635,1.066324,0.91866064,0.47157887,-4,6
0.05941015,-0.0009966269,0.49890855,0.5284488,0.7063346,0.72694486,0.5024381,0.5284499,1.030888,0.8923384,0.484376,-4,6
0.011621743,-0.05114256,0.43767828,0.5237681,0.6615726,0.7237183,0.43781334,0.52638364,0.96419704,0.87607366,0.44349962,-2,6
-0.03431483,-0.009204645,0.5221609,0.49950537,0.722607,0.70675695,0.52333844,0.4995901,1.0229285,0.8982338,0.46487054,-2,6
0.07338012,0.008809712,0.468971,0.5424136,0.6848146,0.7364873,0.47435567,0.5424912,1.0168469,0.903404,0.44800457,-2,6
-0.017952716,0.021925941,0.5070846,0.4922421,0.7120987,0.70159966,0.50740695,0.49272284,1.0001297,0.8932712,0.4496625,-2,6
-0.039310846,-0.05522675,0.5018585,0.48075974,0.7084197,0.6933684,0.5034038,0.4838097,0.9872135,0.8817308,0.4580004,-2,6
-0.013815592,0.050536815,0.5115756,0.44972688,0.7152451,0.6706168,0.51176643,0.45228088,0.9640473,0.8769934,0.44150865,-2,6
0.04131599,-0.0008540973,0.4617946,0.5051025,0.6795547,0.71070564,0.46350163,0.5051033,0.9686049,0.87732005,0.44599828,-2,6
0.014733616,0.052875288,0.47461683,0.5054196,0.6889244,0.7109287,0.4748339,0.50821537,0.98304933,0.8866927,0.44365013,-2,6
-0.0068977363,0.13764517,0.50276035,0.47479528,0.70905596,0.6890539,0.502808,0.4937415,0.9965494,0.8985458,0.43493086,0,6
-0.042767942,-0.09008174,0.4932378,0.51720923,0.7023089,0.7191726,0.49506688,0.525324,1.0203909,0.9138633,0.43040067,0,6
-0.0780337,-0.03968413,0.5567133,0.44577888,0.7461322,0.66766673,0.5628025,0.44735372,1.0101562,0.9063257,0.4344306,0,6
-0.04469323,0.038475472,0.56947327,0.48528007,0.7546345,0.69662046,0.5714707,0.4867604,1.0582311,0.92562085,0.44883978,0,6
0.017525569,0.07974374,0.5022007,0.4813073,0.7086612,0.69376314,0.50250787,0.4876664,0.9901743,0.8989265,0.42673802,0,6
0.038958944,-0.01583922,0.5246613,0.47069326,0.7243351,0.68607086,0.5261791,0.47094417,0.9971232,0.90617484,0.41948822,0,6
-0.038626697,0.033050578,0.49331293,0.48994353,0.7023624,0.6999597,0.49480492,0.49103588,0.9858408,0.8912077,0.4377096,0,6
0.018265354,0.061244152,0.48076037,0.48458284,0.69336885,0.69611984,0.48109394,0.48833367,0.9694277,0.89168215,0.41752917,0,6
0.010841751,-0.040879205,0.50433934,0.51698273,0.71016854,0.7190151,0.5044569,0.51865387,1.0231107,0.9242463,0.4109494,2,6
-0.042455263,-0.008371357,0.45149657,0.53282326,0.67193496,0.72994745,0.45329902,0.5328934,0.9861924,0.90848947,0.40104774,2,6
0.04887267,-0.0114061665,0.47456202,0.5040959,0.6888846,0.7099971,0.47695053,0.50422597,0.98117656,0.9083414,0.39508536,2,6
-0.00012118369,-0.090758376,0.5250975,0.48769474,0.72463614,0.69835144,0.5250974,0.49593183,1.0210292,0.93186367,0.3907165,2,6
0.0720371,0.07662392,0.4527472,0.52856666,0.6728649,0.7270259,0.45793653,0.5344379,0.9923744,0.91178596,0.40127409,2,6
0.029116014,0.010183731,0.50507283,0.48938602,0.7106848,0.6995613,0.5059205,0.48948967,0.9954102,0.91925246,0.38779527,2,6
-0.044385355,0.010799674,0.5008044,0.48363057,0.70767534,0.6954355,0.5027745,0.48374718,0.98652166,0.9276038,0.3550674,4,6
-0.03232569,-0.07363348,0.48878384,0.52027404,0.6991308,0.72130024,0.48982877,0.5256959,1.0155246,0.95138246,0.3322591,4,6
-0.036231883,-0.04380176,0.5035867,0.5464524,0.7096384,0.7392242,0.5048995,0.54837096,1.0532705,0.96567917,0.34746838,4,6
-0.018244933,0.056031592,0.4753248,0.5399459,0.68943805,0.7348101,0.47565767,0.54308546,1.018743,0.95481896,0.3272061,4,6
0.038425714,0.101819925,0.47663087,0.52339506,0.69038457,0.7234605,0.4781074,0.5337624,1.0118698,0.94596386,0.342085,4,6
0.05077503,0.006564755,0.5218028,0.4750422,0.7223592,0.68923306,0.5243809,0.47508532,0.9994662,0.9389942,0.343156,4,6
-0.00955816,-0.028626999,0.48041952,0.5122914,0.69312304,0.71574533,0.4805109,0.5131109,0.9936218,0.9376906,0.3381687,4,6
0.0655499,0.055240057,0.49647248,0.4939412,0.704608,0.7028095,0.50076926,0.49699268,0.9977619,0.9367168,0.34687704,4,6
0.07539794,0.15189609,0.48885125,0.52181375,0.699179,0.72236675,0.49453607,0.54488623,1.0394223,0.9647051,0.3297974,4,6
0.041150033,-0.081967376,0.50973564,0.51348746,0.7139577,0.7165804,0.51142895,0.5202061,1.031635,0.9561579,0.34263265,4,6
0.07147956,0.020570006,0.5328528,0.47288325,0.7299677,0.68766505,0.5379622,0.47330636,1.0112685,0.95818454,0.3052065,6,6
0.026360884,0.030774098,0.5011841,0.4909692,0.70794356,0.70069194,0.50187904,0.49191624,0.9937953,0.9482504,0.30759797,6,6
-0.009994596,0.058705717,0.45954305,0.50767934,0.677896,0.7125162,0.45964298,0.5111257,0.9707687,0.92697775,0.33388752,6,6
-0.077894844,0.045609623,0.5240891,0.449082,0.72393996,0.6701358,0.53015673,0.45116222,0.9813189,0.9330076,0.33288994,6,6
0.09478951,0.044229947,0.46048868,0.5483564,0.67859316,0.74051094,0.46947375,0.55031276,1.0197865,0.96438175,0.29959014,6,6
0.028701931,-0.0073681604,0.46747774,0.5134803,0.68372345,0.7165754,0.46830156,0.51353455,0.98183614,0.94386035,0.30160204,6,6
-0.0053873844,-0.13303068,0.5518551,0.45050323,0.7428695,0.6711954,0.5518841,0.4682004,1.0200845,0.95906186,0.31667784,6,6
0.14533007,0.075491026,0.47768128,0.49285704,0.6911449,0.70203775,0.4988021,0.4985559,0.997358,0.95586634,0.28927067,6,6
0.033643357,0.05039961,0.48926428,0.5256373,0.6994743,0.7250085,0.49039614,0.52817744,1.0185735,0.9649987,0.29555234,8,6
-0.072608866,0.15421855,0.46860316,0.50453717,0.68454593,0.7103078,0.4738752,0.52832055,1.0021957,0.9588248,0.28783807,8,6
-0.091739655,-0.07932246,0.4625125,0.52941144,0.68008274,0.72760665,0.47092864,0.5357035,1.0066321,0.95093894,0.3199176,8,6
-0.12212271,0.03891421,0.51052743,0.47608626,0.71451205,0.68999004,0.52544135,0.4776006,1.003042,0.9613385,0.28083828,8,6
-0.03662034,-0.05707183,0.45579845,0.49819684,0.67512846,0.7058306,0.4571395,0.50145406,0.9585936,0.9372468,0.283129,8,6
-0.046792027,0.025275927,0.46261078,0.5426828,0.680155,0.7366701,0.46480033,0.5433217,1.008122,0.96307516,0.2839158,8,6
0.05014977,0.03224116,0.5169356,0.4833536,0.71898234,0.6952364,0.5194506,0.48439312,1.0038438,0.95305866,0.30906782,8,6
-0.06764913,0.04433752,0.5774012,0.43617898,0.7598692,0.6604385,0.5819776,0.4381448,1.0201224,0.96732867,0.29051295,8,6
-0.002544771,-0.01373229,0.46870822,0.53046376,0.6846227,0.7283294,0.4687147,0.5306523,0.99936694,0.9527228,0.30279735,8,6
-0.06342646,0.03299606,0.48970157,0.5173543,0.6997868,0.71927345,0.49372447,0.518443,1.0121675,0.9554686,0.31503537,8,6
0.038326815,-0.06112039,0.47810546,0.49736452,0.6914517,0.7052407,0.47957438,0.5011002,0.9806746,0.9440481,0.29907802,10,6
0.06731181,-0.0619756,0.4877891,0.5013624,0.698419,0.7080695,0.49231994,0.50520337,0.9975233,0.9579873,0.28245994,10,6
0.013005635,-0.017110443,0.53286034,0.46345338,0.72997284,0.6807741,0.53302956,0.4637462,0.9967756,0.9586574,0.2788397,10,6
0.020732414,-0.011279196,0.49129525,0.50733435,0.7009246,0.7122741,0.49172506,0.50746155,0.99918664,0.9523104,0.3037953,10,6
0.09994508,-0.10521102,0.5087915,0.5063294,0.71329623,0.7115683,0.5187806,0.51739883,1.0361794,0.9779701,0.2824069,10,6
-0.014862634,0.024525553,0.40835828,0.59070617,0.63902915,0.7685741,0.40857917,0.59130764,0.9998868,0.96327484,0.2683064,10,6
-0.13392517,-0.036662083,0.5009239,0.49821582,0.70775974,0.70584404,0.51885986,0.49955994,1.0184199,0.96305686,0.30156466,10,6
0.013124762,0.04219097,0.5628085,0.42754495,0.75020564,0.6538692,0.5629808,0.42932504,0.9923059,0.9483821,0.30475765,10,6
0.0066629723,0.045836784,0.50671244,0.49867642,0.71183735,0.70617026,0.5067568,0.5007774,1.0075343,0.9584318,0.29823273,10,6
-0.016447652,0.029576913,0.48582655,0.53216773,0.6970126,0.72949827,0.48609704,0.53304255,1.0191395,0.965895,0.29357535,10,6
-0.01918011,0.023404505,0.47656867,0.48326373,0.6903395,0.6951717,0.47693652,0.48381147,0.96074796,0.93047154,0.3081731,10,6
0.11405268,-0.12954205,0.5516919,0.4198285,0.74275964,0.64794177,0.5646999,0.43660966,1.0013095,0.95900375,0.28569454,10,6
0.111046836,-0.0012534866,0.5308449,0.47594017,0.7285911,0.6898842,0.5431763,0.47594175,1.0191181,0.9716307,0.27395594,10,6
-0.012386316,-0.001477886,0.5477173,0.44097906,0.7400792,0.66406256,0.54787076,0.44098127,0.98885196,0.94859505,0.29836127,12,6
0.082078554,0.030688467,0.46737808,0.5235462,0.68365055,0.7235649,0.47411495,0.524488,0.9986029,0.95878655,0.2816581,12,6
-0.09585311,0.10851103,0.58075315,0.42222172,0.7620716,0.6497859,0.5899409,0.43399635,1.0239372,0.9686447,0.29268542,12,6
0.15852351,0.09704443,0.5037116,0.49313262,0.7097264,0.702234,0.52884126,0.5025502,1.0313915,0.9737692,0.28838357,12,6
0.051260345,-0.0605345,0.52207035,0.4857962,0.7225444,0.69699085,0.52469796,0.4894606,1.0141586,0.962845,0.29510665,12,6
-0.003127329,0.041094147,0.4485045,0.54983616,0.6697048,0.7415094,0.44851434,0.5515249,1.0000392,0.9606488,0.2778365,12,6
-0.017871886,-0.066709585,0.48080316,0.49960876,0.6933997,0.7068301,0.48112255,0.5040589,0.98518145,0.9478736,0.29447773,12,6
-0.09555115,-0.030967105,0.5412812,0.4545581,0.7357182,0.67420924,0.5504112,0.45551705,1.0059283,0.95883286,0.2942241,14,6
0.058131855,0.06615175,0.5069974,0.47758037,0.7120375,0.6910719,0.5103767,0.48195642,0.9923331,0.95469695,0.28440616,14,6
-0.07825743,0.07094471,0.47645593,0.48517865,0.69025785,0.6965477,0.48258016,0.49021178,0.97279197,0.9435636,0.2871929,14,6
0.016361928,-0.046955988,0.46480846,0.55772513,0.68176866,0.74680996,0.46507618,0.55993,1.0250062,0.97549117,0.27096722,14,6
-0.09133957,0.012147438,0.48451933,0.5263641,0.69607425,0.7255095,0.49286228,0.52651167,1.019374,0.9743918,0.26445118,14,6
-0.009034075,0.024147218,0.48612374,0.55569816,0.69722575,0.7454516,0.48620534,0.5562812,1.0424865,0.9810449,0.28290904,14,6
-0.12126778,-0.12039161,0.4340242,0.54447615,0.65880513,0.73788625,0.4487301,0.5589702,1.0077003,0.95846313,0.29841048,14,6
-0.0391186,0.022262301,0.5711581,0.45956057,0.75575006,0.67790896,0.5726884,0.46005616,1.0327446,0.9778194,0.27679205,14,6
-0.012996322,-0.045671243,0.46328405,0.5323748,0.6806497,0.7296402,0.463453,0.53446066,0.9979136,0.95356584,0.29770088,16,7
-0.0822112,-0.07702538,0.4843018,0.5136652,0.69591796,0.7167044,0.4910605,0.5195981,1.0106587,0.963992,0.28526857,16,7
-0.042767696,-0.0600773,0.49392095,0.5049225,0.7027951,0.710579,0.49575004,0.5085318,1.0042819,0.9579024,0.29445696,16,7
0.026508123,0.024164708,0.43237767,0.5763569,0.6575543,0.75918174,0.43308032,0.57694083,1.0100212,0.9608461,0.29461148,16,7
0.0037628287,-0.07189131,0.48886365,0.5361457,0.6991879,0.7322197,0.48887777,0.54131407,1.0301919,0.9677452,0.30604103,16,7
0.10439491,0.033303317,0.46254343,0.51725316,0.68010545,0.7192031,0.4734417,0.5183623,0.991804,0.9515729,0.29379085,16,7
-0.05007807,-0.061364435,0.5038008,0.50376683,0.7097893,0.7097653,0.5063087,0.5075325,1.013841,0.9673006,0.2795903,16,7
-0.0040554293,-0.058347974,0.44160396,0.5503674,0.6645329,0.74186754,0.4416204,0.5537719,0.9953923,0.9589733,0.2752502,16,7
-0.07544176,0.0071672983,0.45595065,0.51224107,0.6752412,0.71571016,0.46164215,0.5122924,0.9739346,0.9417416,0.29505497,18,7
0.03615816,-0.040547043,0.44619825,0.5666407,0.66798073,0.7527554,0.44750568,0.56828475,1.0157905,0.9626968,0.29833755,18,7
-0.03449714,0.16972257,0.48579246,0.5084939,0.6969881,0.71308756,0.48698246,0.5372996,1.0242822,0.97278905,0.27921945,18,7
-0.016843494,0.09647735,0.48944044,0.49615788,0.6996002,0.70438474,0.48972413,0.50546575,0.9951899,0.9586817,0.27589703,18,7
-0.03319904,-0.029304955,0.48263556,0.5286373,0.6947198,0.72707444,0.4837377,0.5294961,1.0132338,0.96708804,0.2792392,18,7
0.15618992,-0.015133585,0.4956406,0.48510194,0.70401746,0.6964926,0.5200359,0.48533097,1.0053668,0.9646936,0.27337337,18,7
-0.10218526,-0.08101694,0.5338306,0.45385826,0.73063713,0.67369,0.5442724,0.46042198,1.0046945,0.9618306,0.2820926,18,7
-0.04237611,-0.008583881,0.47861212,0.5435877,0.691818,0.737284,0.4804079,0.54366136,1.0240692,0.971843,0.28211766,20,7
0.05271227,0.02475889,0.5194427,0.4768941,0.7207237,0.6905752,0.52222127,0.4775071,0.9997284,0.95386124,0.2997951,20,7
0.089060545,0.029041434,0.47434813,0.5135557,0.68872935,0.716628,0.48227993,0.5143991,0.99667907,0.9560921,0.28734457,20,7
-0.113719374,0.035509348,0.5051944,0.4777216,0.7107703,0.6911741,0.51812655,0.4789825,0.99710906,0.9542714,0.29406655,20,7
-0.10246165,0.045801498,0.47735584,0.52322024,0.69090945,0.7233396,0.48785418,0.525318,1.0131723,0.96751124,0.27765843,20,7
0.025942933,-0.059158094,0.5048819,0.4585898,0.7105504,0.67719257,0.5055549,0.46208948,0.9676444,0.93972874,0.2907822,20,7
0.050463527,-0.054722838,0.46912497,0.50723594,0.684927,0.712205,0.47167158,0.51023054,0.98190206,0.9505795,0.27982235,20,7
-0.03682317,-0.03263827,0.5838627,0.44171447,0.7641091,0.66461605,0.58521867,0.44277975,1.0279984,0.97054905,0.29331365,20,7
0.0067081805,0.08068699,0.453538,0.52818483,0.6734523,0.72676325,0.453583,0.5346952,0.98827815,0.954402,0.27819952,20,7
-0.0101830885,-0.016812205,0.4717015,0.5251452,0.6868053,0.724669,0.4718052,0.5254278,0.99723303,0.95319855,0.2977339,22,7
0.034252107,0.06956515,0.48800448,0.52160066,0.6985732,0.7222193,0.4891777,0.52643996,1.0156176,0.971815,0.2668206,22,7
-0.10701473,-0.01632319,0.49263215,0.48976302,0.7018776,0.6998307,0.50408435,0.49002945,0.99411374,0.9549864,0.28655675,22,7
0.07082049,-0.09431463,0.45144957,0.5374151,0.6719,0.733086,0.45646513,0.54631037,1.0027754,0.9536611,0.30546042,22,7
-0.020615067,0.107130244,0.5525199,0.44910586,0.7433168,0.6701536,0.5529449,0.46058276,1.0135276,0.96962273,0.27084953,22,7
-0.055768415,-0.09889415,0.4828914,0.534957,0.6949039,0.7314075,0.48600152,0.5447371,1.0307386,0.9706246,0.29770193,22,7
-0.047384344,0.05870364,0.41506726,0.57803094,0.6442571,0.76028347,0.4173125,0.58147705,0.99878955,0.95940685,0.2798713,22,7
0.06105994,0.029441036,0.542614,0.45905855,0.73662335,0.6775386,0.5463423,0.45992532,1.0062677,0.96233463,0.28316018,22,7
-0.07909872,0.088539004,0.536937,0.48418307,0.73275983,0.69583267,0.5431936,0.49202222,1.0352159,0.97494674,0.2910237,24,7
0.15230678,-0.0042037927,0.49064255,0.5261669,0.7004588,0.7253736,0.5138399,0.52618456,1.0400244,0.9838138,0.26857924,24,7
0.005852245,0.047181863,0.5118634,0.5032655,0.7154463,0.7094121,0.5118977,0.5054916,1.0173893,0.96900535,0.28003216,24,7
0.04144923,0.09566647,0.48810318,0.49654123,0.6986438,0.70465684,0.48982123,0.5056933,0.99551445,0.95749074,0.28058136,24,7
0.06358042,-0.0459354,0.52495587,0.45870256,0.7245384,0.67727584,0.5289983,0.46081266,0.98981094,0.9520595,0.28877974,24,7
0.017501548,0.08752693,0.4174937,0.5643271,0.64613754,0.75121707,0.4178,0.5719881,0.9897881,0.9530362,0.28549978,24,7
0.049425162,-0.04631071,0.5074034,0.49377948,0.71232253,0.7026944,0.50984627,0.49592414,1.0057704,0.96008044,0.289855,24,7
-0.12147494,0.07190539,0.51554453,0.4923226,0.7180143,0.70165706,0.53030074,0.497493,1.0277936,0.97893065,0.2636068,26,7
0.04535302,0.056555774,0.55844843,0.4850073,0.74729407,0.69642466,0.56050533,0.48820585,1.0487112,0.98399544,0.28366193,26,7
-0.08708944,-0.15729187,0.4931149,0.45439184,0.7022214,0.6740859,0.50069946,0.47913253,0.97983205,0.9408854,0.3075168,26,7
0.02479795,0.03551029,0.4827982,0.49243322,0.6948368,0.70173585,0.48341316,0.4936942,0.9771074,0.94549704,0.28834483,28,7
-0.06342492,-0.019441277,0.48043153,0.5246581,0.6931317,0.72433287,0.48445427,0.52503604,1.0094903,0.95843863,0.30147257,28,7
-0.018877441,0.026579231,0.48205742,0.4898988,0.6943036,0.6999277,0.4824138,0.49060524,0.973019,0.9426298,0.290634,28,7
0.032928206,0.16021562,0.46056342,0.5426494,0.67864823,0.7366474,0.4616477,0.56831837,1.0299661,0.97652346,0.27634758,28,7
-0.0041925088,-0.08243122,0.5240186,0.44280165,0.72389126,0.6654334,0.52403617,0.44959658,0.9736327,0.9450494,0.2837503,28,7
-0.106420994,-0.033670332,0.4249732,0.5619135,0.6518997,0.7496089,0.43629864,0.5630472,0.9993457,0.9582834,0.28467283,28,7
0.062433284,-0.0024926085,0.48902035,0.4927788,0.6992999,0.7019821,0.49291825,0.49278504,0.9857033,0.94915485,0.29121864,28,7
0.009725906,0.095876575,0.53381693,0.46326834,0.7306278,0.6806382,0.5339115,0.47246066,1.0063722,0.9661409,0.2700813,28,7
-0.04388197,-0.093819365,0.49528372,0.49594155,0.70376396,0.7042312,0.49720934,0.5047436,1.0019529,0.9624686,0.27496755,28,7
0.04107172,-0.05902261,0.48793444,0.52531,0.69852304,0.7247827,0.48962134,0.5287937,1.018415,0.9666951,0.289682,28,7
0.07235882,0.018381521,0.45470893,0.5397965,0.6743211,0.7347084,0.45994473,0.5401343,1.000079,0.9597063,0.28114554,28,7
